x,y,z,vx,vy,vz,ax,ay,az,phi,ident
-9674.21387,-20489.4336,-21682.0957,-216.424652,244.824326,5.45892048,-18.1365376,26.9538918,2.70257092,234303.844,149057
-9610.51953,-20453.3418,-21638.918,-193.76886,215.902176,-9.51733685,-31.0438747,19.3023624,-6.35642529,234537.969,134134
-9692.72949,-19954.8887,-21717.8027,-216.115494,221.447678,-18.0090809,-25.1241283,22.308857,-3.47882247,216724.781,149059
-9155.62891,-20335.791,-22107.9512,-188.362015,249.656631,-31.7638569,-21.8851376,25.3674221,-6.59706736,241344.922,148178
-8796.00293,-20048.8828,-21903.8203,-188.715912,217.376404,-38.5678024,-21.7183399,22.1008282,-6.60331678,240754.625,149063
-9517.89746,-19481.4941,-22039.2695,-168.120178,209.502151,-8.65606022,-23.75704,22.1922321,-1.34299624,205853.641,135026
-9613.14746,-19472.9629,-21871.3945,-160.077301,191.042419,-7.21079922,-2.18773985,86.1210403,-85.6946335,200639.391,149075
-9609.77246,-19459.7012,-21888.6465,-233.47171,220.021835,-44.7672615,-37.0439491,-41.0993309,79.5792465,200317.391,135031
-9526.61719,-19398.252,-21828.334,-204.149261,171.320938,-41.1395493,-29.3822231,15.287652,-9.12683201,203172.656,135141
-9553.05273,-19192.0137,-22226.2949,-160.281433,193.335876,-30.8070965,-19.8052139,20.3499336,-5.37406874,197096.453,135136
-9777.79004,-19563.9355,-21629.8828,-201.447266,211.470535,-10.8191223,-14.8027334,18.5094471,-11.6486664,202344.594,135029
-9723.56641,-19575.707,-21676.1406,-207.72226,224.309967,-30.7854805,-32.1376953,23.1368713,2.51280951,203814.844,149073
-10075.0684,-18930.6855,-21649.5215,-175.42099,159.967407,-13.0734997,-22.5273552,17.1557178,-3.16311479,180172.203,135125
-10174.5176,-19079.7441,-21404.8516,-186.163773,169.944763,-0.524510264,-24.2735138,16.4723969,-2.20692229,181653.156,135111
-9818.33789,-18862.2949,-21601.4883,-180.942917,181.701111,-21.1529846,-21.9224052,17.7279758,-4.60296583,183905.547,135139
-8790.01074,-19661.5508,-22008.7227,-188.175812,213.92485,-45.7335052,-21.6741371,21.5135345,-7.2750349,228598.906,149077
-9187.60547,-18953.5488,-22158.041,-185.541092,209.004288,-52.6175079,-21.0713558,21.624651,-7.45108557,198263.812,149185
-10088.3594,-20145.5645,-20690.2695,-263.766632,208.997726,25.9898071,-33.9799881,20.8037472,2.29656053,210686.094,149066
-10039.3682,-19904.4668,-20957.3691,-252.966202,202.064209,16.1091328,-31.2259216,20.6933041,1.55669391,205550.297,149080
-8815.48633,-19885.2324,-21036.7891,-195.373474,199.487778,-9.22234058,-23.0597477,19.9408779,-3.68074298,237802.172,149084
-8833.9873,-20214.4414,-20830.1406,-197.372391,202.825378,2.15944624,-23.3264828,19.9665756,-2.71375775,247681.109,149070
-10040.1729,-19373.7051,-21207.5918,-204.747055,176.215637,15.4772091,-26.1354446,17.3392334,-0.13569425,191613.75,135137
-10146.0195,-19654.9434,-21001.8438,-195.524689,177.719925,1.81594896,27.348896,27.2956543,51.5951157,194049.156,135038
-10121.2578,-19650.7266,-20979.6035,-258.474762,196.817566,45.614212,-86.1556778,8.45054626,-48.6511841,194570.094,135027
-9754.73633,-19354.9238,-21130.9453,-228.795822,200.699707,-2.89230514,-26.80509,19.3179836,-1.39445913,198213.391,149082
-9954.2168,-18856.3926,-21052.377,-193.826584,113.54805,-25.9359074,-24.2696075,12.9942207,-3.67349339,182364.828,142185
-9457.27539,-18887.9707,-21050.8477,-216.455429,189.31012,-16.0223999,-25.6291733,14.7596884,-6.99412012,194612.469,149192
-9935.85742,-19343.3984,-20661.1484,-229.330276,124.515976,-0.961461663,-29.7333469,17.652914,-1.25069404,193568.547,135167
-9918.55957,-19145.6758,-20733.1758,-211.310577,184.362488,24.8216019,-10.5815897,43.5643005,-6.18979692,188397.859,135148
-9898.88672,-19108.1094,-20737.9863,-223.924377,82.6893616,-30.9525604,-42.1617546,-18.32864,0.49160555,188140.391,145700
-9630.55176,-19073.623,-20931.5703,-197.764084,153.427658,-7.93160152,-21.1820526,-21.5525131,37.297863,192509.438,149209
-9630.89648,-19097.4551,-20895.0332,-201.47142,206.739868,-0.774766862,36.9789314,-45.7177238,-49.7091522,191468.219,135150
-9652.49121,-19160.584,-20860.1367,-236.539764,134.471909,1.93729293,-17.4022541,36.2047119,-18.1119499,194990.703,135164
-9612.92773,-19116.8184,-20901.4297,-232.991592,130.10202,-42.6001511,-106.977707,94.9525757,14.8959398,192619.734,149195
-9687.60352,-19136.3242,-20552.0156,-243.529831,167.094543,-20.4506111,-29.4210892,13.4906788,-6.62453461,196611.016,149193
-9242.21777,-18835.7695,-21369.125,-189.432861,140.884171,-46.2796288,-27.0979099,-1.33696485,13.3009415,195458.625,149211
-9218.92871,-18915.5156,-21292.7793,-199.485611,188.597626,-26.7154026,-30.2943439,30.3688316,-17.7223682,198796.031,149194
-9252.80176,-18868.7598,-21333.3477,-199.169556,171.515411,-46.0396614,-12.0216627,26.9918957,-18.3029118,195905.047,149208
-8782.66406,-19012.5859,-21263.1113,-201.178482,229.228317,-30.2252693,-26.7645855,25.1374416,-9.37360668,212835.438,149086
-8829.39941,-18927.5352,-21279.2422,-193.220551,194.737961,-39.9267082,-20.9055672,14.2780905,-9.23762035,209295.094,149196
-8796.66211,-19201.2051,-21056.459,-206.908997,140.297211,-52.6397171,-24.1174488,19.5599556,-6.43856287,219042.812,152726
-9042.94922,-19256.4844,-20652.9434,-210.2276,131.793182,-71.6221771,-4.00816059,113.059273,-56.9836044,212102.266,149197
-9024.60742,-19220.1074,-20686.0879,-246.11174,169.516052,24.1964874,-73.2998657,13.2241173,90.2559891,209659.359,152724
-9037.42676,-19228.0957,-20669.3145,-211.939224,186.659485,-12.9643955,28.2635727,10.3704643,-44.0255241,209177.953,152708
-9005.36133,-19186.2324,-20689.4414,-219.15303,130.826233,-18.9182415,-70.9505692,-44.2578011,16.5477924,211678.016,149199
-9086.03809,-19183.0645,-20565.334,-233.415543,106.950424,-90.6975327,-15.937006,21.2550392,-22.4572334,211688.516,159749
-9069.87988,-19147.6641,-20632.9551,-207.736313,204.841522,-9.9092474,-16.1853943,-4.93100786,-3.37821984,210438.734,152710
-7950.14404,-20102.2168,-21657.8926,-157.564606,212.755417,-26.1707211,-17.7283363,21.2505112,-5.58924198,262755.469,149091
-7246.66553,-19716.3613,-21618.75,-135.050308,214.455215,-24.4862061,-14.8595991,22.0399628,-5.05088806,266588.875,149109
-7170.33154,-20089.7109,-21520.0293,-134.078491,216.224091,-17.9591217,-15.1620302,22.1374607,-4.74192715,280206.094,149095
-7962.56006,-19610.1152,-21832.2891,-157.257217,216.065948,-38.1482048,-17.535141,21.5334454,-6.89507437,246908.234,149105
-7738.9624,-18916.9258,-21429.8047,-130.061783,198.063828,-46.8375206,-14.1067457,16.5978584,-9.93244743,234271.469,149224
-7353.10352,-18996.4023,-21842.1504,-136.405685,225.909866,-41.491188,-14.8353786,21.7104416,-6.89984941,242231.562,149111
-7584.39209,-18907.0352,-21764.1016,-133.237762,141.964279,-68.1483383,-14.6295166,18.9678211,-5.92832518,235092.688,156265
-7619.90381,-18998.4805,-21595.0391,-121.002769,154.020401,-73.9893723,-9.46144962,27.2230721,-7.51612663,237216.141,149243
-7566.19727,-18936.3809,-21585.8574,-147.225082,133.848862,-80.9530258,-21.5542545,12.3063097,-10.8040466,236832.453,159776
-7102.97998,-18929.6113,-21693.959,-132.556473,174.175888,-66.6166229,56.7903519,87.7025986,-25.0176907,244005.125,159780
-7082.43115,-18906.6973,-21695.416,-128.035263,98.2656403,-85.539093,-57.5641251,-55.5674019,-30.356102,243567.062,156269
-7061.34766,-18920.2461,-21732.5684,-113.5233,164.116257,-78.9009171,-42.4220161,26.0876465,29.8373585,245264.594,149247
-7882.72021,-20204.8828,-21002.4746,-153.704498,204.938934,-9.99301434,-17.2879581,20.3234463,-4.13173008,269452.031,149098
-7779.73535,-19768.1797,-21088.3613,-145.39389,206.60321,-16.2977123,-15.6935616,20.68256,-4.76237059,258289.688,149112
-7147.7832,-20109.2734,-21045.2109,-132.66333,212.736206,-12.0044889,-15.1176443,21.8839302,-4.14992714,282692.719,149102
-7774.84375,-19124.8535,-21300.8164,-138.044006,214.662018,-32.2280426,-14.3866196,19.3446007,-7.80878973,239554.344,149114
-8138.09131,-19155.9688,-20727.2031,-165.372345,114.628571,-61.9264221,-18.4410725,16.3520718,-7.05302906,236575.266,159777
-7214.28125,-19446.4824,-21070.916,-129.751648,171.113632,-46.9441452,-15.7624197,29.5117893,0.942796171,259397.766,152743
-7253.24414,-19333.4844,-21075.4531,-121.985756,96.3281479,-63.6458626,-10.120822,21.5614567,4.60242462,254857.781,159781
-7142.88281,-19279.3945,-20976.0566,-152.584305,130.794266,-30.6205254,-24.7121124,16.2365875,-4.17885017,256007.453,152758
-7481.06152,-19101.2871,-21108.6074,-113.07003,138.04892,-33.617321,-11.6419563,12.704258,-4.31601572,245669.922,152754
-7415.88232,-19243.2441,-21053.4629,-108.03373,136.376633,-34.4282494,-8.93177223,16.9670849,-0.838865042,249910.219,149241
-7197.75244,-19245.2109,-21047.332,-131.743378,122.011711,-5.62300205,-15.7831554,7.91980934,4.13495016,253844.578,149245
-7357.97852,-19343.0938,-20780.5801,-52.6984406,120.873276,-40.3470726,26.5998802,83.0542603,14.1565533,250002.812,152738
-7336.92529,-19310.6016,-20777.5312,-74.6128082,176.665771,-106.077492,-7.65160179,-13.5945864,3.89591026,248589.516,149227
-7447.56494,-19315.1191,-20721.8926,-68.2611847,183.90686,-32.3884621,109.304955,-6.29405642,-78.0110245,247377.609,149225
-7434.87598,-19319.0508,-20734.2012,-83.8194351,144.325089,-106.110962,-15.4478035,34.0911789,73.0663834,246903.922,152752
-7398.54346,-19329.3867,-20718.2266,-143.759445,101.808281,-46.3982964,-37.6591377,63.1425171,-32.6641197,249172.609,152753
-7385.37012,-19292.8398,-20695.4238,-116.804459,138.703949,-38.0540848,-23.214653,-21.4614582,-59.0155869,249936.219,152739
-7304.29199,-19291.0059,-20740.8086,-82.6224518,126.847313,-25.44174,-26.1145439,-2.44689941,-60.652813,250104.641,152736
-6965.6167,-19551.6523,-20810.7617,-120.420006,235.460007,3.1583364,-13.2991276,28.937151,0.0594391637,269039.25,149116
-7248.85156,-19341.3145,-20818.2812,-87.9268875,172.110397,-20.0209713,-18.7703247,147.848419,108.985481,248770.375,152756
-7264.66162,-19313.7676,-20800.5352,-161.806686,172.633804,-90.5509262,46.5749779,8.23917103,-71.8945389,246066.234,152757
-7241.09863,-19334.9062,-20808.1055,-181.616776,203.008377,-42.1484528,-169.489532,82.1916656,-40.0939407,248417.656,152742
-7263.90283,-19303.0234,-20804.9473,-213.270142,166.367493,1.47731125,-11.6754103,-104.673851,31.5039902,246445.891,152759
-6890.38037,-19354.0117,-20771.1172,-166.614014,198.126724,-31.6183529,-18.7211075,15.8984327,10.9874144,264214.312,149229
-6848.9917,-19553.6875,-20693.5,-165.801544,149.433289,-114.779465,-11.7089291,38.8410568,-11.3098984,271926.094,152986
-6976.78027,-19403.9902,-20708.5469,-103.640495,124.300827,-26.819437,7.45091867,34.7517586,12.5410194,263138.156,149231
-6959.07568,-19370.0156,-20665.7598,-131.550171,200.944504,-31.6722698,47.6675262,-28.4737473,-22.5313015,262118.688,152967
-6929.06006,-19387.7305,-20663.0488,-164.662109,188.693466,-63.5927353,-72.6311264,50.2186737,-28.0029964,263172.875,152960
-6852.24463,-19441.8359,-20598.959,-156.193604,152.444275,-70.6694946,-18.449831,27.1429787,-28.2330875,269183.812,152740
-7395.45801,-19159.5469,-20802.0898,-88.2324295,160.947281,-103.275291,-6.0437026,-3.17460418,-5.1444025,249035.391,149115
-7278.58936,-19256.9688,-20790.6543,-112.910568,173.224396,-76.7663193,-19.0071087,-55.9796715,-7.02164602,249713.562,152755
-6903.4707,-19221.5938,-20720.457,-122.440079,183.689041,10.2260208,-12.5869598,-0.871881843,-6.68799639,262160.969,149118
-10058.5449,-18408.8418,-21976.8359,-170.153107,165.400742,-45.0087395,-21.1206017,17.296236,-7.12845945,168428.266,135127
-10056.6562,-18129.0742,-22212.8281,-167.78331,161.952057,-59.6538429,-20.5582161,17.7263775,-8.34636784,161620.281,142149
-9480.20605,-18350.8848,-21936.7109,-157.544556,150.862488,-68.3719254,-17.6826344,27.4736805,-14.8869085,177221.328,142184
-9477.70703,-18287.0254,-21976.0273,-165.15799,152.204407,-74.1347351,-17.6198502,7.86259651,-4.80024004,175633.031,142188
-9616.15234,-18815.5234,-21800.3262,-170.745575,173.988953,-26.5441284,-20.9938278,19.231142,-4.93857574,186661.984,135153
-9533.61426,-18666.584,-21490.2832,-183.370895,156.170639,-32.0345879,-20.4776306,18.3069534,-3.85577202,185513.484,135166
-9463.98047,-18577.7051,-21421.5059,-187.04277,129.586914,-61.7582512,-24.0570431,13.2633581,-9.36197948,185519.5,142189
-9443.60449,-18205.5605,-21403.418,-176.012894,99.8168335,-94.8735199,-20.992506,12.9173164,-14.2791595,178820.688,145716
-9609.19922,-18143.6855,-21597.748,-156.160568,126.253258,-69.8721008,-16.7569599,13.3728113,-8.87718201,173228.547,142187
-9277.74512,-18687.7461,-21957.584,-175.901321,167.472473,-24.6787472,-32.6358185,4.92047119,49.8940239,188493.656,135143
-9284.98047,-18697.0801,-21922.7539,-171.575195,210.522568,-63.1637192,-9.14395332,35.8341408,-63.92099,188700.906,135157
-8962.26465,-18603.0352,-22248.0469,-180.756134,207.423035,-57.9793625,-7.91985083,3.92295003,-25.6388626,192711.594,149201
-9415.61914,-18313.1953,-22199.9609,-177.967422,182.483704,-39.1972504,-18.0426731,19.995121,-0.705011249,176840.672,135159
-9390.99902,-18301.5586,-22106.8984,-154.981018,174.448608,-60.2419739,-22.9253998,17.5935154,-11.1876917,177234.453,135155
-9134.29492,-18006.625,-21865.0098,-184.542786,132.119278,-85.1865616,-19.4161758,4.87301636,0.450593144,177740.703,156235
-8568.84277,-18393.6387,-22135.9414,-177.450943,155.005676,-83.5161209,-20.5826435,18.6561699,-11.205245,198451.297,156236
-9016.94141,-18754.8789,-21516.7734,-178.023941,151.246979,-36.8284874,-15.8502607,14.2023792,-4.16640663,198868.672,149210
-8693.40625,-18780.5078,-21623.8086,-214.617233,175.422897,-33.1911507,3.18926191,30.1000824,-27.8606319,205420.047,149214
-8645.80078,-18768.1758,-21667.1055,-168.091248,199.853882,-41.4966202,-83.7781372,35.7181053,89.0491638,204046.469,149212
-8654.63672,-18765.1172,-21651.8926,-214.063751,117.697617,-71.6616364,4.60743475,-7.46722984,-78.9859924,203501.219,149215
-8872.64648,-18612.8906,-21815.166,-193.000031,141.909821,-70.256752,-22.0627232,18.053339,-7.2139864,197933.875,156237
-8795.70215,-18758.0703,-21517.0859,-186.532104,199.035492,-53.8856544,-14.2898006,13.0478544,2.1381762,203615.328,149213
-8951.76758,-18801.3809,-21472.7168,-198.590729,129.503494,-92.5835953,-24.2982864,22.5481739,-11.9590902,201640.156,159748
-8765.1416,-18772.8906,-21466.1445,-204.94838,159.401733,-81.7561646,-32.1622887,21.1970367,-25.7276974,205228.75,149198
-9092.34473,-18313.4082,-21739.2441,-197.455856,153.894669,-55.9447861,-26.0383663,18.1023521,-9.39228725,185978.391,156232
-9184.14453,-18401.6426,-21714.4375,-182.860168,157.562958,-79.6715393,-19.9200764,21.0689526,-10.1594858,186040.234,156233
-9393.71191,-18171.0332,-21613.4766,-169.725815,125.72477,-61.0287781,-21.1992149,11.9563417,-2.38376212,177194.219,142191
-9110.33789,-18081.1582,-21800.6387,-231.242783,99.6667862,-44.5524673,-48.7700577,38.6791496,98.2031708,177220.078,156249
-9125.91309,-18105.5684,-21760.2656,-163.073776,146.088455,-50.0387955,-1.23105133,75.5839462,-42.2453041,178229.469,156253
-9115.07129,-18071.1406,-21774.4375,-198.087921,126.518303,-127.663857,-23.1453514,-63.357769,-77.3792648,176675.172,156239
-9135.98633,-18088.1035,-21678.918,-210.900345,134.652908,-128.327866,-19.8700085,13.4065943,-29.9132748,180160.422,159750
-9406.97559,-18199.1035,-21532.5723,-199.153824,136.059341,-95.5606155,-20.5398026,17.0771694,-15.5097866,177979.109,159746
-9648.2002,-17569.0938,-22198.4512,-159.17424,134.819122,-110.865433,-18.1134052,13.3428793,-12.8453465,157754.531,142201
-9615.25098,-17696.5371,-22166.8516,-179.420242,149.531342,-111.965988,-19.3991928,19.7076378,-13.833127,160961.75,142205
-9458.56738,-17699.668,-21488.8906,-176.340668,108.00898,-92.9980545,-20.164526,12.4214811,-11.6208525,170375.844,145718
-10164.3496,-17444.1777,-21742.9961,-196.579529,127.181297,-105.410461,-23.1471825,14.75702,-12.6120701,149820.75,145714
-9071.84961,-17890.1094,-22253.2617,-182.195755,151.774521,-89.212677,-21.4255505,17.1825581,-11.5011854,175361.766,156234
-9288.8291,-17601.0957,-22220.0078,-187.499908,126.636063,-115.873672,-21.4875431,15.6209507,-14.1614838,165464.656,156251
-8730.12402,-17516.0898,-21984.0195,-178.206238,131.242203,-106.833466,-19.6532822,16.2534657,-13.5621357,178503.531,156255
-9172.58203,-17959.7363,-21411.3887,-187.603531,114.494606,-94.4866486,-22.0603333,12.840188,-12.8715839,181031.641,159760
-9664.91113,-18740.6426,-21352.1484,-167.754959,146.75827,-31.3740883,-19.4312763,16.5879631,-5.09018993,185020.719,135162
-9582.89062,-18732.6309,-21231.3691,-208.272736,123.511398,-71.0457687,-23.6438503,14.8708448,-9.86903572,187298.625,159744
-10025.0898,-18175.1445,-21175.7227,-192.656662,103.316132,-63.2633476,-23.3166733,11.9588203,-7.60440111,168673.359,145712
-9513.9834,-18309.332,-21300.1289,-180.918839,127.1064,-86.8466949,-20.4271011,14.9221392,-12.5344839,180380.078,145702
-10203.1934,-18641.5059,-20702.8867,-214.764511,91.2191696,-28.4314423,-27.1969337,9.95092583,-3.24701762,174182.109,145698
-9675.52148,-18339.7188,-20634.9316,-219.455414,109.806145,-53.8961449,-25.2710094,11.3648624,-6.63268089,182920.594,159747
-8882.9209,-17999.2207,-20713.2012,-191.198334,142.37674,-65.1929932,-21.0014477,16.1222286,-8.27138042,195022.641,159751
-8876.26074,-17638.0508,-21164.5293,-193.018204,134.934433,-62.0627022,-21.2135944,13.0693502,-4.10104418,184434.375,159764
-8898.7334,-17666.2168,-21070.8809,-161.508041,118.779961,-81.3647919,-18.3280392,16.4534912,-15.0488577,185222.109,159762
-8852.16797,-17263.3379,-21144.207,-161.068756,110.728737,-75.7023544,-18.2402306,13.1709938,-10.0387049,179878.422,159872
-8622.12012,-17469.9766,-20767.7559,-172.049942,132.812271,-45.6636162,-18.2970562,15.6508522,-5.43847036,190560.562,159766
-7896.79199,-18260.2344,-22051.8594,-150.783813,143.208069,-103.043404,-16.6275959,18.402338,-12.5218525,211345.266,156267
-8057.86572,-18095.6973,-21561.207,-163.81839,142.052597,-96.2669373,-18.2129574,17.2281666,-11.6847258,208672.172,159778
-7567.85596,-18614.3379,-22177.543,-133.603806,173.600143,-75.3240128,-15.5874262,21.2076874,-10.0184269,225833.969,149242
-7591.39453,-18514.6836,-21946.8965,-131.196594,166.338593,-76.3734665,-15.4866571,10.6447372,3.84770322,223734.484,149240
-7591.26367,-18540.5098,-21893.7051,-134.291077,198.505737,-77.3010864,-15.537344,26.0385456,-27.602478,224774.203,149226
-7017.49316,-18540.416,-22187.0625,-121.081985,200.551727,-83.11306,-11.2265377,28.143055,-11.7279806,235471.984,149244
