x,y,z,vx,vy,vz,ax,ay,az,phi,ident
-23819.8691,-7703.62891,-26179.3789,-111.348907,207.340271,-73.7206573,-14.8982077,27.4688168,-12.4104881,-206431.062,68708
-23350.7363,-7750.33691,-26377.7031,-99.0068283,176.038712,0.41792962,129.443161,32.1112785,65.4955978,-203929.5,68867
-23326.5859,-7738.2959,-26350.9336,-119.40097,209.317322,34.0021172,58.0416374,-108.989571,-129.7836,-205920.875,68872
-23321.1562,-7752.91309,-26371.1641,-90.9940948,152.627014,-105.984741,-47.9814148,86.8105316,131.774231,-206196.906,68874
-23303.4863,-7753.6084,-26352.5312,-131.513031,162.340958,-29.2707577,-182.20665,79.072197,-81.2739639,-204742.141,68873
-23471.9453,-7880.24268,-26270.7949,-92.8078766,214.945618,-84.8710175,-9.8048439,29.6868591,-10.4782324,-197277.172,67831
-23243.5488,-7803.76465,-26293.3008,-70.4196091,192.03006,-35.9666748,-24.2139072,33.3913803,-17.1153278,-197743.188,68875
-22267.5039,-8141.03174,-26372.3887,-70.578598,187.438034,-19.3979778,0.426672459,29.887413,-40.585022,-180904.391,68871
-22312.082,-8127.45068,-26409.2422,-39.6492538,130.697174,-30.1647739,27.47159,13.4652357,-6.40132332,-181312.031,68877
-22265.1172,-8412.50391,-25900.5957,-49.5472527,169.697906,-99.0333481,-5.58020544,21.5661583,-12.2704544,-169399.719,68062
-22884.1172,-7770.89307,-25930.8711,-95.8684845,179.3517,-24.5517654,68.662384,80.9634705,-31.0435467,-195726.266,68929
-22836.9062,-7763.08594,-25939.6797,-63.2305984,234.233734,-80.1798401,-115.60952,73.0885315,-1.81126249,-195950.797,68930
-22860.6914,-7748.00049,-25939.2578,-50.2958641,150.357727,-61.2363052,19.4541855,-78.8488083,9.61496735,-197286.578,68928
-22348.9707,-7878.54297,-25906.1074,-58.4863319,159.981216,-4.98545933,-26.1832352,44.9893837,102.507195,-187811.781,68933
-22362.7168,-7900.55469,-25860.1719,-39.1579361,156.416336,-103.97509,12.4905138,76.2806549,-56.9609871,-186388.906,68934
-22352.7266,-7869.55078,-25880.25,-87.9930725,209.551926,-67.6103287,-9.38584614,-51.4043541,-72.1153259,-188481.109,68932
-23911.4043,-7496.98877,-26396.125,-110.985313,187.318329,-3.22849226,-16.3863773,14.7166777,21.7992764,-214295.578,68655
-23918.5215,-7517.7085,-26349.8379,-112.234596,168.200882,-8.6121788,-8.60403919,38.2967949,-17.8798237,-214195,68654
-23910.1875,-7473.3252,-26285.8008,-113.043449,179.462601,-40.6376915,-14.5989475,16.9814377,-17.6494312,-214715.328,68647
-23571.2949,-6904.98047,-26490.6133,-121.453751,204.496674,13.311265,-14.9975901,28.3216858,-3.56801176,-224692.812,68880
-23823.4219,-7544.82666,-26094.9766,-115.939697,203.587799,-83.3472443,-15.3110476,25.4967709,-11.9300327,-210671.25,68709
-22477.043,-6933.46387,-26350.4492,-53.3447533,193.738861,25.8653297,-53.6539803,-34.0669632,57.7476311,-213377.422,68892
-22489.3027,-6951.30029,-26332.9297,-91.3958588,202.23381,-14.3138218,31.4231453,91.0144958,-65.9752197,-213074.359,68884
-22548.4355,-6885.33838,-26136.3086,-76.0445633,201.823349,-34.4506149,-9.3107996,26.8323135,-7.73453522,-213598.453,68893
-21829.6953,-7945.30029,-27144.9238,-69.2004547,149.818314,48.2788849,-6.93603134,20.562685,-0.695905566,-174390.484,368487
-22063.1758,-8399.39648,-26865.2402,-53.6858444,132.795761,31.1457291,-1.94960082,30.5601406,2.42917109,-168881.797,368489
-21984.6191,-8256.26367,-26949.043,-76.5561752,149.758499,64.46698,-8.32243347,17.2053928,2.63187909,-170599.781,368485
-22032.9395,-8333.16113,-26838.6113,-62.0822296,152.690445,16.49086,-9.70642948,12.7669535,-6.4216547,-170554.953,368491
-22211.3359,-8172.40137,-26534.7637,-63.0325699,163.732285,8.35019779,-14.4814529,26.6935558,14.2161713,-178439.031,68869
-21689.3281,-8266.41504,-26792.6328,-57.3211441,127.923546,52.7854805,-4.80642748,17.9351692,0.133413881,-168437.281,368494
-21627.3574,-8524.87793,-26557.9414,-37.8331909,166.525116,67.4880905,3.63443923,17.3076553,0.119003914,-164382.766,367614
-21558.2305,-8400.33008,-26538.5039,-28.0376987,134.167114,66.2904053,2.18359566,12.6822052,-2.25088811,-166864.391,368492
-20998.4609,-7926.39746,-27005.459,-40.1358986,144.796188,58.3528824,-3.64030814,18.0152416,0.937828898,-167264.781,382531
-20928.2617,-8520.22363,-26654.5684,34.2385139,158.434418,-95.916954,12.3755989,2.03149581,28.5704231,-163326.766,82130
-20809.6562,-8467.95215,-26690.8789,80.5447845,137.11087,4.48940182,33.0109634,-9.19258404,44.4679108,-165102.438,68031
-20960.8672,-8543.36914,-26631.3945,-173.247375,191.321991,-121.528114,47.9140511,36.2866478,-7.43653965,-162441.203,382569
-20769.2949,-8528.41602,-26577.9785,-66.5417175,223.506836,-41.4867935,159.926086,-39.2063141,38.895668,-176172.672,82076
-20650.8516,-8527.62793,-26684.998,109.735802,217.489304,-44.6513824,-42.3274498,1.85794842,128.780411,-167936.719,381660
-20708.0859,-8550.64551,-26615.709,24.9695587,180.106018,-17.4185696,303.401367,73,125.67926,-190303.438,381691
-20700.0703,-8549.56641,-26614.791,112.247002,289.478943,-75.1100388,50.8198814,64.4178696,93.0071945,-191805.625,381663
-20698.4082,-8543.11426,-26620.6777,-40.9358749,149.802383,75.8456421,-17.537077,-146.918686,295.831848,-190207.078,381661
-20694.0352,-8544.52148,-26617.543,62.5824661,154.406998,31.6637402,-150.810974,-100.179123,196.767426,-190850.812,382537
-20687.3477,-8503.00879,-26626.9023,-42.0184669,233.844986,114.423759,-6.78156948,-171.424164,170.416367,-178170.688,382539
-20662.0938,-8551.24805,-26566.457,3.94815755,293.240814,43.6979027,-120.510452,103.361473,358.913818,-193134.156,82065
-20665.7812,-8514.79883,-26580.4941,45.1451302,-8.66321564,-53.0173683,-7.57772207,-115.365623,218.064468,-187565.25,381656
-20682.7637,-8556.91211,-26540.459,14.7787714,14.0397844,-25.0353813,173.661896,124.99234,178.503799,-197830,82064
